UID,prompt_number,prompt_id,clause_num,num_clauses,num_words,respScore,PassAct,clauses_text_final,prompt,response,voice,ClauseCutOK?,AP_OK?,AP_rule,Comments
02283.012.00,12,52,0,5,30,5.0,p,"['takes care of their body mind and spirit and', 'are able to share and', 'contribute to others', 'while feeling the joy of life and', 'coping with the losses of life']",A healthy person,"takes care of their body, mind and spirit and are able to share and contribute to others while feeling the joy of life and coping with the losses of life. ","['A_pron_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def']",,,,
02283.012.01,,,1,,,5.0,,takes care of their body mind and spirit and,,,A_pron_x,,,,
02283.012.02,,,2,,,5.0,,are able to share and,,,P_bevb_x,,,,
02283.012.03,,,3,,,5.0,,contribute to others,,,A_def,,,,
02283.012.04,,,4,,,5.0,,while feeling the joy of life and,,,A_def,,,,
02283.012.05,,,5,,,5.0,,coping with the losses of life,,,A_def,,,,
03184.014.00,14,14,0,9,40,5.0,p,"['is a reflection', 'that often gives us the impression', 'that we are', 'who we are', 'although we are and', 'what we ever were', 'always will be at the same time', 'as we are', 'what we will become in the future']",The past,"is a reflection that often gives us the impression, that we are, who we are, although we are, what we ever were and always will be at the same time as we are, what we will become in the future.","['P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x']",,,,
03184.014.01,,,1,,,5.0,,is a reflection,,,P_bevb_x,,,,
03184.014.02,,,2,,,5.0,,that often gives us the impression,,,A_def,,,,
03184.014.03,,,3,,,5.0,,that we are,,,P_bevb_x,,,,
03184.014.04,,,4,,,5.0,,who we are,,,P_bevb_x,,,,
03184.014.05,,,5,,,5.0,,although we are and,,,P_bevb_x,,,,
03184.014.06,,,6,,,5.0,,what we ever were,,,P_bevb_x,,,,
03184.014.07,,,7,,,5.0,,always will be at the same time,,,P_bevb_x,,,,
03184.014.08,,,8,,,5.0,,as we are,,,P_bevb_x,,,,
03184.014.09,,,9,,,5.0,,what we will become in the future,,,P_bevb_x,,,,
03434.014.00,14,14,0,1,4,5.0,p,['is a mesmerizing illusion'],The past,is a mesmerizing illusion.,['P_bevb_x'],,,,
03434.014.01,,,1,,,5.0,,is a mesmerizing illusion,,,P_bevb_x,,,,
03487.004.00,4,37,0,3,34,5.0,p,"['a blessing a curse a love a drag a paycheck an opportunity for growth play and a desire', 'to create an awesome life', 'while contributing to the whole of humanity family and Self']","These days, work","is a blessing, a curse, a love, a drag, a paycheck, an opportunity for growth, play, and a desire to create an awesome life while contributing to the whole of humanity, family, and Self.","['Undefined', 'A_def', 'A_def']",,,,
03487.004.01,,,1,,,5.0,,a blessing a curse a love a drag a paycheck an opportunity for growth play and a desire,,,Undefined,,,,
03487.004.02,,,2,,,5.0,,to create an awesome life,,,A_def,,,,
03487.004.03,,,3,,,5.0,,while contributing to the whole of humanity family and Self,,,A_def,,,,
01951.004.00,4,37,0,1,19,5.0,p,['work on work out work through work around work it girl work in work day work night work play life right here right now'],"These days, work",ing   work on  work out  work through  work around  work-it (girl)   work in  work day  work night  work-play-life-right-here-right-now  :),['Undefined'],,,,
01951.004.01,,,1,,,5.0,,work on work out work through work around work it girl work in work day work night work play life right here right now,,,Undefined,,,,
01904.032.00,32,32,0,9,33,5.0,p,"['and', 'i m frustrated', 'sometimes feel sorry for myself and', 'then i examine wanting itself', 'what i really want', 'is not to want anymore wanting', 'is not getting or', 'receiving funny', 'how that works']",If I can't get what I want,"i'm frustrated, and sometimes feel sorry for myself. and then i examine wanting itself. what i really want is not to want anymore. wanting is not getting or receiving. funny how that works.","['Undefined', 'Undefined', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def']",,,,
01904.032.01,,,1,,,5.0,,and,,,Undefined,,,,
01904.032.02,,,2,,,5.0,,i m frustrated,,,Undefined,,,,
01904.032.03,,,3,,,5.0,,sometimes feel sorry for myself and,,,A_def,,,,
01904.032.04,,,4,,,5.0,,then i examine wanting itself,,,A_def,,,,
01904.032.05,,,5,,,5.0,,what i really want,,,A_def,,,,
01904.032.06,,,6,,,5.0,,is not to want anymore wanting,,,P_bevb_x,,,,
01904.032.07,,,7,,,5.0,,is not getting or,,,P_bevb_x,,,,
01904.032.08,,,8,,,5.0,,receiving funny,,,A_def,,,,
01904.032.09,,,9,,,5.0,,how that works,,,A_def,,,,
01813.021.00,21,21,0,4,15,5.0,p,"['know', 'exactly how things are', 'who can not imagine', 'that their experience is not shared']",I just can't stand people who,know exactly how things are -- who cannot imagine that their experience is not shared.,"['A_def', 'P_bevb_x', 'P_bevb_x', 'A_pron_x']",,,,
01813.021.01,,,1,,,5.0,,know,,,A_def,,,,
01813.021.02,,,2,,,5.0,,exactly how things are,,,P_bevb_x,,,,
01813.021.03,,,3,,,5.0,,who can not imagine,,,P_bevb_x,,,,
01813.021.04,,,4,,,5.0,,that their experience is not shared,,,A_pron_x,,,,
01785.011.00,11,39,0,1,1,5.0,p,['doingbeinghearingseeingbreathingyesandyesandyesandopeningclosingwordsdefythisbeinginrelationshipwiththepulseoflifewithinaroundthroughout'],What I like to do best is,doingbeinghearingseeingbreathingyesandyesandyesandopeningclosingwordsdefythisbeinginrelationshipwiththepulseoflifewithinaroundthroughout,['Undefined'],,,,
01785.011.01,,,1,,,5.0,,doingbeinghearingseeingbreathingyesandyesandyesandopeningclosingwordsdefythisbeinginrelationshipwiththepulseoflifewithinaroundthroughout,,,Undefined,,,,
02180.020.00,20,44,0,3,13,5.0,p,"['Are interlinked', 'Business drives', 'They are both constructs']",Business and society,Are interlinked.  Business drives society and society drives business. They are both constructs.,"['P_bevb_x', 'A_def', 'P_bevb_x']",,,,
02180.020.01,,,1,,,5.0,,Are interlinked,,,P_bevb_x,,,,
02180.020.02,,,2,,,5.0,,Business drives,,,A_def,,,,
02180.020.03,,,3,,,5.0,,They are both constructs,,,P_bevb_x,,,,
02250.022.00,22,43,0,7,26,5.0,p,"['and', 'I don', 't tend to worry much', 'What arises', 'is part of the wholeness of my experiences and being', 'I hold concerns', 'lightly seeing their emptiness']",At times I worry about,"I don't tend to worry much. What arises is part of the wholeness of my experiences and being and I hold concerns lightly, seeing their emptiness. ","['Undefined', 'P_bevb_x', 'A_def', 'A_def', 'A_pron_x', 'A_def', 'A_pron_x']",,,,
02250.022.01,,,1,,,5.0,,and,,,Undefined,,,,
02250.022.02,,,2,,,5.0,,I don,,,P_bevb_x,,,,
02250.022.03,,,3,,,5.0,,t tend to worry much,,,A_def,,,,
02250.022.04,,,4,,,5.0,,What arises,,,A_def,,,,
02250.022.05,,,5,,,5.0,,is part of the wholeness of my experiences and being,,,A_pron_x,,,,
02250.022.06,,,6,,,5.0,,I hold concerns,,,A_def,,,,
02250.022.07,,,7,,,5.0,,lightly seeing their emptiness,,,A_pron_x,,,,
02607.006.00,6,6,0,4,32,5.0,p,"['my eyes', 'because they remind me', 'that I am eternal and finite', 'as they are the culmination of billions of years and at the same time the end point of an iteration']",The thing I like about myself is,my eyes because they remind me that I am eternal and finite as they are the culmination of billions of years and at the same time the end point of an iteration.,"['Undefined', 'A_def', 'P_bevb_x', 'P_bevb_x']",,,,
02607.006.01,,,1,,,5.0,,my eyes,,,Undefined,,,,
02607.006.02,,,2,,,5.0,,because they remind me,,,A_def,,,,
02607.006.03,,,3,,,5.0,,that I am eternal and finite,,,P_bevb_x,,,,
02607.006.04,,,4,,,5.0,,as they are the culmination of billions of years and at the same time the end point of an iteration,,,P_bevb_x,,,,
03160.015.00,15,41,0,4,21,5.0,p,"['is not something', 'i care too much about all', 'can be seen by those', 'who know how to look']",Privacy,is not something i care too much about . .. all can be seen by those who know how to look. ,"['P_bevb_x', 'A_def', 'P_bevb_x', 'A_def']",,,,
03160.015.01,,,1,,,5.0,,is not something,,,P_bevb_x,,,,
03160.015.02,,,2,,,5.0,,i care too much about all,,,A_def,,,,
03160.015.03,,,3,,,5.0,,can be seen by those,,,P_bevb_x,,,,
03160.015.04,,,4,,,5.0,,who know how to look,,,A_def,,,,
01804.017.00,17,17,0,3,14,5.0,p,"['my guess is', 'that it is', 'me avoiding them just a reflection of myself']",When they avoided me,"my guess is that it is me avoiding them, just a reflection of myself.","['A_pron_x', 'P_bevb_x', 'A_def']",,,,
01804.017.01,,,1,,,5.0,,my guess is,,,A_pron_x,,,,
01804.017.02,,,2,,,5.0,,that it is,,,P_bevb_x,,,,
01804.017.03,,,3,,,5.0,,me avoiding them just a reflection of myself,,,A_def,,,,
01831.011.00,11,39,0,1,16,5.0,p,['be in a complete experience of effortless flow and evolution with myself others and the universe'],What I like to do best is,"be in a complete experience of effortless flow and evolution with myself, others and the universe.",['P_bevb_x'],,,,
01831.011.01,,,1,,,5.0,,be in a complete experience of effortless flow and evolution with myself others and the universe,,,P_bevb_x,,,,
03245.020.00,20,44,0,3,10,5.0,p,"['Exist but don', 't really exist', 'They are ways of doing']",Business and society,Exist but don't really exist. They are ways of doing.,"['P_bevb_x', 'A_def', 'P_bevb_x']",,,,
03245.020.01,,,1,,,5.0,,Exist but don,,,P_bevb_x,,,,
03245.020.02,,,2,,,5.0,,t really exist,,,A_def,,,,
03245.020.03,,,3,,,5.0,,They are ways of doing,,,P_bevb_x,,,,
03410.009.00,9,9,0,2,13,5.0,p,"['comes in all forms and more', 'Formal street smarts relationships experience with age']",Education,"comes in all forms. Formal, street smarts, relationships, experience, with age and more.   ","['A_def', 'A_def']",,,,
03410.009.01,,,1,,,5.0,,comes in all forms and more,,,A_def,,,,
03410.009.02,,,2,,,5.0,,Formal street smarts relationships experience with age,,,A_def,,,,
01951.012.00,12,12,0,1,21,5.0,p,['SO DO'],A good boss,A G O O D B O S S                                 SO DO AS BOG  A GO ASS DOBO  O AS DOG SOB,['P_bevb_x'],,,,
01951.012.01,,,1,,,5.0,,SO DO,,,P_bevb_x,,,,
01731.016.00,16,16,0,3,30,5.0,p,"['no sorrow necessary actions in an world delightfully sorry', 'evolving and involving', 'we need how wrong to be to get it healthier sorrow and joy of the process disastrously']",I feel sorry,", no, sorrow, necessary actions in an evolving and involving world, how wrong we need to be to get it healthier, sorrow and joy of the process. disastrously delightfully sorry.","['Undefined', 'A_def', 'P_bevb_x']",,,,
01731.016.01,,,1,,,5.0,,no sorrow necessary actions in an world delightfully sorry,,,Undefined,,,,
01731.016.02,,,2,,,5.0,,evolving and involving,,,A_def,,,,
01731.016.03,,,3,,,5.0,,we need how wrong to be to get it healthier sorrow and joy of the process disastrously,,,P_bevb_x,,,,
02394.014.00,14,14,0,2,22,5.0,p,"['so we don', 't repeat the same blasted mistakes']",The past,Simultaneously non-existant a construct of memory - recording and a historical reference for learning so we don't repeat the same blasted mistakes.,"['P_bevb_x', 'A_def']",,,,
02394.014.01,,,1,,,5.0,,so we don,,,P_bevb_x,,,,
02394.014.02,,,2,,,5.0,,t repeat the same blasted mistakes,,,A_def,,,,
03342.006.00,6,6,0,6,32,5.0,p,"['that I look quite pretty my achiever', 'that I can abstract things', 'get together und much much more on the other hand', 'I know', 'I said before', 'that everything is an illusion']",The thing I like about myself is,"that I look quite pretty.., my achiever.., that I can abstract things get together und much much more  on the other hand I know that everything I said before is an illusion","['A_pron_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x']",,,,
03342.006.01,,,1,,,5.0,,that I look quite pretty my achiever,,,A_pron_x,,,,
03342.006.02,,,2,,,5.0,,that I can abstract things,,,P_bevb_x,,,,
03342.006.03,,,3,,,5.0,,get together und much much more on the other hand,,,A_def,,,,
03342.006.04,,,4,,,5.0,,I know,,,A_def,,,,
03342.006.05,,,5,,,5.0,,I said before,,,A_def,,,,
03342.006.06,,,6,,,5.0,,that everything is an illusion,,,P_bevb_x,,,,
01823.005.00,5,5,0,2,9,5.5,a,"['is like', 'life itself unfold through the ages']",Being with other people,is like watching life itself unfold through the ages.,"['P_bevb_x', 'A_def']",,,,
01823.005.01,,,1,,,5.5,,is like,,,P_bevb_x,,,,
01823.005.02,,,2,,,5.5,,life itself unfold through the ages,,,A_def,,,,
02338.024.00,24,24,0,4,28,5.5,a,"['I might be prematurely relieved of the curriculum', 'to finally once and for all believe my manifest fullness and', 'to let go of the arrogance of', 'distinction making']",If I had more money,I might be prematurely relieved of the curriculum to finally once and for all believe my manifest fullness and to let go of the arrogance of distinction making. ,"['P_bevb_x', 'A_pron_x', 'A_def', 'A_def']",,,,
02338.024.01,,,1,,,5.5,,I might be prematurely relieved of the curriculum,,,P_bevb_x,,,,
02338.024.02,,,2,,,5.5,,to finally once and for all believe my manifest fullness and,,,A_pron_x,,,,
02338.024.03,,,3,,,5.5,,to let go of the arrogance of,,,A_def,,,,
02338.024.04,,,4,,,5.5,,distinction making,,,A_def,,,,
03223.036.00,36,48,0,3,17,5.5,a,"['that every being could see', 'what already is', 'that the I could vanish into rain and wind']",Sometimes I wish that,that every being could see what already is  that the I could vanish into rain and wind    ,"['P_bevb_x', 'P_bevb_x', 'P_bevb_x']",,,,
03223.036.01,,,1,,,5.5,,that every being could see,,,P_bevb_x,,,,
03223.036.02,,,2,,,5.5,,what already is,,,P_bevb_x,,,,
03223.036.03,,,3,,,5.5,,that the I could vanish into rain and wind,,,P_bevb_x,,,,
02215.036.00,36,48,0,6,35,5.5,a,"['the story would be just a little looser', 'that I could slide story on', 'I needed it and', 'when let', 'it slip off', 'when I didn t walk around as the universe and as Levi freely']",Sometimes I wish that,"the story would be just a little looser, that I could slide story on when I needed it and let it slip off when I didn't, walk around as the universe and as Levi freely. ","['P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x']",,,,
02215.036.01,,,1,,,5.5,,the story would be just a little looser,,,P_bevb_x,,,,
02215.036.02,,,2,,,5.5,,that I could slide story on,,,P_bevb_x,,,,
02215.036.03,,,3,,,5.5,,I needed it and,,,A_def,,,,
02215.036.04,,,4,,,5.5,,when let,,,A_def,,,,
02215.036.05,,,5,,,5.5,,it slip off,,,A_def,,,,
02215.036.06,,,6,,,5.5,,when I didn t walk around as the universe and as Levi freely,,,P_bevb_x,,,,
01791.020.00,20,44,0,4,24,5.5,a,"['are beautifully intertwined', 'each defining and', 'contributing to the other', 'forming a fractal in the relentless and effortless unfolding of all forms of life']",Business and society,"are beautifully intertwined, each defining and contributing to the other, forming a fractal in the relentless and effortless unfolding of all forms of life.","['P_bevb_x', 'A_def', 'A_def', 'A_def']",,,,
01791.020.01,,,1,,,5.5,,are beautifully intertwined,,,P_bevb_x,,,,
01791.020.02,,,2,,,5.5,,each defining and,,,A_def,,,,
01791.020.03,,,3,,,5.5,,contributing to the other,,,A_def,,,,
01791.020.04,,,4,,,5.5,,forming a fractal in the relentless and effortless unfolding of all forms of life,,,A_def,,,,
02893.033.00,33,33,0,3,13,5.5,a,"['awareness', 'embraces experience with a loving attunement', 'that helps the disorganization repattern itself']",When I am nervous, awareness embraces experience with a loving attunement that helps the disorganization repattern itself.,"['Undefined', 'A_def', 'A_def']",,,,
02893.033.01,,,1,,,5.5,,awareness,,,Undefined,,,,
02893.033.02,,,2,,,5.5,,embraces experience with a loving attunement,,,A_def,,,,
02893.033.03,,,3,,,5.5,,that helps the disorganization repattern itself,,,A_def,,,,
02619.021.00,21,21,0,7,37,5.5,a,"['I just can t stand people', 'who stand people on just I', 'and then I can t stand the people', 'I am sometimes and', 'when I stand as I and', 'can t people myself out of the person', 'I am']",I just can't stand people who,I just can't stand people who stand people on just I and then I can't stand the people I am sometimes and when I stand as I and can't people myself out of the person I am. ,"['P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x']",,,,
02619.021.01,,,1,,,5.5,,I just can t stand people,,,P_bevb_x,,,,
02619.021.02,,,2,,,5.5,,who stand people on just I,,,A_def,,,,
02619.021.03,,,3,,,5.5,,and then I can t stand the people,,,P_bevb_x,,,,
02619.021.04,,,4,,,5.5,,I am sometimes and,,,P_bevb_x,,,,
02619.021.05,,,5,,,5.5,,when I stand as I and,,,A_def,,,,
02619.021.06,,,6,,,5.5,,can t people myself out of the person,,,P_bevb_x,,,,
02619.021.07,,,7,,,5.5,,I am,,,P_bevb_x,,,,
03223.036.00,36,48,0,3,17,5.5,a,"['that every being could see', 'what already is', 'that the I could vanish into rain and wind']",Sometimes I wish that,that every being could see what already is  that the I could vanish into rain and wind    ,"['P_bevb_x', 'P_bevb_x', 'P_bevb_x']",,,,
03223.036.01,,,1,,,5.5,,that every being could see,,,P_bevb_x,,,,
03223.036.02,,,2,,,5.5,,what already is,,,P_bevb_x,,,,
03223.036.03,,,3,,,5.5,,that the I could vanish into rain and wind,,,P_bevb_x,,,,
01765.035.00,35,35,0,3,22,5.5,a,"['I don t clean up the messes', 'I make as an imperfect human', 'whose greed anger and delusion arises from the beginningless past']",My conscience bothers me if,"I don't clean up the messes I make as an imperfect human whose greed, anger and delusion arises from the beginningless past!","['P_bevb_x', 'A_def', 'A_pron_x']",,,,
01765.035.01,,,1,,,5.5,,I don t clean up the messes,,,P_bevb_x,,,,
01765.035.02,,,2,,,5.5,,I make as an imperfect human,,,A_def,,,,
01765.035.03,,,3,,,5.5,,whose greed anger and delusion arises from the beginningless past,,,A_pron_x,,,,
01805.021.00,21,21,0,8,33,5.5,a,"['I perceive this', 'is a creation of a human mind', 'constructed for holding projections', 'also holding my conditioning', 'which show me we and people', 'who sniff and', 'snort instead of', 'blowing their nose']",I just can't stand people who,"I perceive this is a creation of a human mind constructed for holding projections, also holding my conditioning which show me we and people who sniff and snort instead of blowing their nose.","['A_def', 'P_bevb_x', 'A_def', 'A_pron_x', 'A_def', 'A_def', 'A_def', 'A_pron_x']",,,,
01805.021.01,,,1,,,5.5,,I perceive this,,,A_def,,,,
01805.021.02,,,2,,,5.5,,is a creation of a human mind,,,P_bevb_x,,,,
01805.021.03,,,3,,,5.5,,constructed for holding projections,,,A_def,,,,
01805.021.04,,,4,,,5.5,,also holding my conditioning,,,A_pron_x,,,,
01805.021.05,,,5,,,5.5,,which show me we and people,,,A_def,,,,
01805.021.06,,,6,,,5.5,,who sniff and,,,A_def,,,,
01805.021.07,,,7,,,5.5,,snort instead of,,,A_def,,,,
01805.021.08,,,8,,,5.5,,blowing their nose,,,A_pron_x,,,,
01993.018.00,18,42,0,2,11,5.5,a,"['everybody seems to abide look different', 'when you loose their context']",Rules,everybody seems to abide look different when you loose their context.,"['A_def', 'A_pron_x']",,,,
01993.018.01,,,1,,,5.5,,everybody seems to abide look different,,,A_def,,,,
01993.018.02,,,2,,,5.5,,when you loose their context,,,A_pron_x,,,,
01806.016.00,16,16,0,4,30,5.5,a,"['when I fail to be gentle with the delicate crusts the cryptobiotic soils of others Worlds', 'that have taken aeons', 'to form and', 'take only a single moment to trample']",I feel sorry,"when I fail to be gentle with the delicate crusts, the cryptobiotic soils of others Worlds that have taken aeons to form and take only a single moment to trample.","['P_bevb_x', 'P_bevb_x', 'A_def', 'A_def']",,,,
01806.016.01,,,1,,,5.5,,when I fail to be gentle with the delicate crusts the cryptobiotic soils of others Worlds,,,P_bevb_x,,,,
01806.016.02,,,2,,,5.5,,that have taken aeons,,,P_bevb_x,,,,
01806.016.03,,,3,,,5.5,,to form and,,,A_def,,,,
01806.016.04,,,4,,,5.5,,take only a single moment to trample,,,A_def,,,,
02619.023.00,23,23,0,4,30,5.5,a,"['I am having trouble', 'what I am this or', 'that us or me and sometimes quite simply I am easy in love with the shape', 'we flowing through me']",I am,"I am having trouble knowing what I am, this or that, us or me, and sometimes, quite simply, I am easy in love with the shape-shifting we flowing through me. ","['P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def']",,,,
02619.023.01,,,1,,,5.5,,I am having trouble,,,P_bevb_x,,,,
02619.023.02,,,2,,,5.5,,what I am this or,,,P_bevb_x,,,,
02619.023.03,,,3,,,5.5,,that us or me and sometimes quite simply I am easy in love with the shape,,,P_bevb_x,,,,
02619.023.04,,,4,,,5.5,,we flowing through me,,,A_def,,,,
01804.007.00,7,38,0,3,15,5.5,a,"['in a way', 'that allows', 'humanity the universe to evolve into a more synchrones being']",My co-workers and I,move in a way that allows humanity-the universe to evolve into a more synchrones being.,"['Undefined', 'A_def', 'P_bevb_x']",,,,
01804.007.01,,,1,,,5.5,,in a way,,,Undefined,,,,
01804.007.02,,,2,,,5.5,,that allows,,,A_def,,,,
01804.007.03,,,3,,,5.5,,humanity the universe to evolve into a more synchrones being,,,P_bevb_x,,,,
01765.035.00,35,35,0,3,22,5.5,a,"['I don t clean up the messes', 'I make as an imperfect human', 'whose greed anger and delusion arises from the beginningless past']",My conscience bothers me if,"I don't clean up the messes I make as an imperfect human whose greed, anger and delusion arises from the beginningless past!","['P_bevb_x', 'A_def', 'A_pron_x']",,,,
01765.035.01,,,1,,,5.5,,I don t clean up the messes,,,P_bevb_x,,,,
01765.035.02,,,2,,,5.5,,I make as an imperfect human,,,A_def,,,,
01765.035.03,,,3,,,5.5,,whose greed anger and delusion arises from the beginningless past,,,A_pron_x,,,,
03409.005.00,5,5,0,2,14,5.5,a,"['is attunement of a cacophony of frequencies', 'that leads to a new harmonic tune']",Being with other people,is attunement of a cacophony of frequencies that leads to a new harmonic tune.,"['P_bevb_x', 'A_def']",,,,
03409.005.01,,,1,,,5.5,,is attunement of a cacophony of frequencies,,,P_bevb_x,,,,
03409.005.02,,,2,,,5.5,,that leads to a new harmonic tune,,,A_def,,,,
03146.004.00,4,68,0,7,24,5.5,a,"['letting go', 'letting go', 'while driving forward', 'finding control in surrender', 'enjoying connection in autonomy and', 'playing with too many other polarities and paradoxes', 'to count']",These days progress means,letting go while driving forward; finding control in surrender; enjoying connection in autonomy; and playing with too many other polarities and paradoxes to count...,"['A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def']",,,,
03146.004.01,,,1,,,5.5,,letting go,,,A_def,,,,
03146.004.02,,,2,,,5.5,,letting go,,,A_def,,,,
03146.004.03,,,3,,,5.5,,while driving forward,,,A_def,,,,
03146.004.04,,,4,,,5.5,,finding control in surrender,,,A_def,,,,
03146.004.05,,,5,,,5.5,,enjoying connection in autonomy and,,,A_def,,,,
03146.004.06,,,6,,,5.5,,playing with too many other polarities and paradoxes,,,A_def,,,,
03146.004.07,,,7,,,5.5,,to count,,,A_def,,,,
01889.024.00,24,24,0,2,26,5.5,a,"['I would share more broadly among so many in need and to', 'what would help catalyze transformation with an eye to the impact of morphic resonance']",If I had more money,"I would share more broadly among so many in need and to what would help catalyze transformation, with an eye to the impact of morphic resonance","['P_bevb_x', 'P_bevb_x']",,,,
01889.024.01,,,1,,,5.5,,I would share more broadly among so many in need and to,,,P_bevb_x,,,,
01889.024.02,,,2,,,5.5,,what would help catalyze transformation with an eye to the impact of morphic resonance,,,P_bevb_x,,,,
02686.003.00,3,3,0,4,16,5.5,a,"['one pole', 'I use to discriminate flow link states of', 'being with others', 'to communicate differences']",Change is,"one pole I use to discriminate flow, link states of being with others, to communicate differences.","['Undefined', 'A_def', 'P_bevb_x', 'A_def']",,,,
02686.003.01,,,1,,,5.5,,one pole,,,Undefined,,,,
02686.003.02,,,2,,,5.5,,I use to discriminate flow link states of,,,A_def,,,,
02686.003.03,,,3,,,5.5,,being with others,,,P_bevb_x,,,,
02686.003.04,,,4,,,5.5,,to communicate differences,,,A_def,,,,
01758.015.00,15,41,0,6,35,5.5,a,"['is a concept', 'that belongs to the sphere of a separate ego Every time', 'I feel', 'my privacy is being threatened', 'which is more often in today s world', 'I realize the peculiar tug of separateness']",Privacy,"is a concept that belongs to the sphere of a separate ego. Every time I feel my privacy is being threatened, (which is more often in today's world) I realize the peculiar tug of separateness.","['P_bevb_x', 'A_def', 'A_def', 'A_pron_x', 'A_pron_x', 'A_def']",,,,
01758.015.01,,,1,,,5.5,,is a concept,,,P_bevb_x,,,,
01758.015.02,,,2,,,5.5,,that belongs to the sphere of a separate ego Every time,,,A_def,,,,
01758.015.03,,,3,,,5.5,,I feel,,,A_def,,,,
01758.015.04,,,4,,,5.5,,my privacy is being threatened,,,A_pron_x,,,,
01758.015.05,,,5,,,5.5,,which is more often in today s world,,,A_pron_x,,,,
01758.015.06,,,6,,,5.5,,I realize the peculiar tug of separateness,,,A_def,,,,
01665.005.00,5,5,0,2,7,6.0,p,"['Is a meeting of universes', 'mutually mutating']",Being with other people,Is a mutually mutating meeting of universes ,"['P_bevb_x', 'A_def']",,,,
01665.005.01,,,1,,,6.0,,Is a meeting of universes,,,P_bevb_x,,,,
01665.005.02,,,2,,,6.0,,mutually mutating,,,A_def,,,,
03151.001.00,1,1,0,5,32,6.0,p,"['is love swimming in all of creation a living documentary of evolution', 'cascading through consciousness seemingly an isolated group', 'expressing that', 'from which it came', 'which is at One with the kosmos']",Raising a family,"is love swimming in all of creation, a living documentary of evolution cascading through consciousness, seemingly an isolated group expressing that from which it came which is at One with the kosmos.","['P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x']",,,,
03151.001.01,,,1,,,6.0,,is love swimming in all of creation a living documentary of evolution,,,P_bevb_x,,,,
03151.001.02,,,2,,,6.0,,cascading through consciousness seemingly an isolated group,,,A_def,,,,
03151.001.03,,,3,,,6.0,,expressing that,,,A_def,,,,
03151.001.04,,,4,,,6.0,,from which it came,,,A_def,,,,
03151.001.05,,,5,,,6.0,,which is at One with the kosmos,,,P_bevb_x,,,,
01889.001.00,1,1,0,2,16,6.0,p,"['involves embracing love and patience with the entire family', 'which is he whole spectrum of creation']",Raising a family,"involves embracing love and patience with the entire family, which is he whole spectrum of creation","['A_def', 'P_bevb_x']",,,,
01889.001.01,,,1,,,6.0,,involves embracing love and patience with the entire family,,,A_def,,,,
01889.001.02,,,2,,,6.0,,which is he whole spectrum of creation,,,P_bevb_x,,,,
03287.011.00,11,39,0,2,8,6.0,p,"['employ useless concentration', 'while dancing with the universe']",What I like to do best is,employ useless concentration while dancing with the universe. ,"['A_def', 'A_def']",,,,
03287.011.01,,,1,,,6.0,,employ useless concentration,,,A_def,,,,
03287.011.02,,,2,,,6.0,,while dancing with the universe,,,A_def,,,,
03227.023.00,23,23,0,2,17,6.0,p,"['here And isn t the right word though There Nowhere', 'lost inside of everyone and everything else Lost']",I am,...here. And lost inside of everyone and everything else. Lost isn't the right word though. There? Nowhere?,"['P_bevb_x', 'A_def']",,,,
03227.023.01,,,1,,,6.0,,here And isn t the right word though There Nowhere,,,P_bevb_x,,,,
03227.023.02,,,2,,,6.0,,lost inside of everyone and everything else Lost,,,A_def,,,,
03151.008.00,8,8,0,4,21,6.0,p,"['Falling from eternity and spaciousness into contraction and', 'then forgetting', 'that this is also eternity', 'manifesting sometimes as frustration and judgement']",What gets me into trouble is,Falling from eternity and spaciousness into contraction and then forgetting that this is also eternity manifesting sometimes as frustration and judgement.,"['A_def', 'A_def', 'P_bevb_x', 'A_def']",,,,
03151.008.01,,,1,,,6.0,,Falling from eternity and spaciousness into contraction and,,,A_def,,,,
03151.008.02,,,2,,,6.0,,then forgetting,,,A_def,,,,
03151.008.03,,,3,,,6.0,,that this is also eternity,,,P_bevb_x,,,,
03151.008.04,,,4,,,6.0,,manifesting sometimes as frustration and judgement,,,A_def,,,,
01823.036.00,36,48,0,5,25,6.0,p,"['I could see', 'what s ahead', 'when I close my eyes to look life s movement', 'but is there playing and a different way of knowing', 'arises']",Sometimes I wish that,"I could see what's ahead.. but when I close my eyes to look, life's movement is there, playing... and a different way of knowing arises.","['P_bevb_x', 'A_def', 'A_pron_x', 'P_bevb_x', 'A_def']",,,,
01823.036.01,,,1,,,6.0,,I could see,,,P_bevb_x,,,,
01823.036.02,,,2,,,6.0,,what s ahead,,,A_def,,,,
01823.036.03,,,3,,,6.0,,when I close my eyes to look life s movement,,,A_pron_x,,,,
