UID,survey_id,prompt_number,prompt_id,prompt,response,clauses_text_final,voice,idx,abstraction_score,abstraction_score_normalized
2333.25,2333,25,25,My main problem is,I worry too much.,['I worry too much'],['A_def'],216,[0.25],[1.0]
2334.34,2334,34,47,Technology,"has changed the way we all live. sometimes i think for the worse(!) i get sad when i see groups of people together but all on their phones, and try not to be that person in social settings and try as much as i can to interact with humans. while i know that i too completely rely on technology to make everything better and faster. ","['has changed the way', 'we all live sometimes', 'i think', 'for the worse i get sad', 'when i see groups of people together but all on their phones and', 'try not to be that person in social settings and', 'try as much to interact with humans', 'as i can', 'while i know', 'that i too completely rely on technology', 'to make everything better and faster']","['P_bevb_x', 'A_def', 'A_def', 'P_get_x', 'A_pron_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_def']",217,"[0.25, 0.11, 0.14, 0.14, 0.14, 0.25, 0.25, 0.25, 0.14, 0.25, 0.14]","[1.0, 0.44, 0.56, 0.56, 0.56, 1.0, 1.0, 1.0, 0.56, 1.0, 0.56]"
2335.25,2335,25,25,My main problem is,I don\'t have the discipline that I need to succeed until I become fixated on a goal and even then it isn\'t the end that I am working for its the failure I am working to avoid.,"['I don t have the discipline', 'that I need to succeed', 'until I become fixated on a goal and even then it isn t the end', 'that I am working for its the failure', 'I am working', 'to avoid']","['P_bevb_x', 'A_def', 'P_bevb_x', 'A_pron_x', 'P_bevb_x', 'A_def']",218,"[0.25, 0.25, 0.25, 0.22, 0.22, 0]","[1.0, 1.0, 1.0, 0.88, 0.88, 0.0]"
2337.06,2337,6,6,The thing I like about myself is,"The thing I like about myself is... I am willing and able to explore myself, try new things, and promote my personal growth. I know I am never content to just sit on my laurels or become stagnant. I am constantly looking for ways to learn new skills, and lately new ways of thinking and conceptualizing things. There\'s this sense of constant learning and growth. I like this because it seems this will help ensure life is never boring and I keep bring new experiences into my life. Maybe too at some point, this will help me transcend some of the feelings of failure and need to \""succeed\"" that seems pretty engrained in me. I also like that I am by default kind to people. At the same time, I let myself bring darkness and negative thoughts in and sit with them. This leads to a rich inner life, and hopefully brings rich conversation and relationships with the people I care about.","['The thing', 'I like about myself', 'is', 'I am willing and able to explore myself', 'try new things and', 'promote my personal growth', 'I know', 'I am never content to just sit on my laurels or', 'become stagnant', 'I am constantly looking for ways', 'to learn new skills and lately new ways of', 'thinking and', 'conceptualizing things', 'There s this sense of constant learning and growth', 'I like this', 'because it seems', 'this will help ensure', 'life is never boring', 'and I keep bring new experiences into my life', 'Maybe too at some point this will help', 'me transcend some of the feelings of failure and need to succeed', 'that seems pretty engrained in me', 'I also like', 'that I am by default kind to people', 'At the same time I let', 'myself bring darkness and negative thoughts in and', 'sit with them', 'This leads to a rich inner life and', 'hopefully brings rich conversation and relationships with the people', 'I care about']","['Undefined', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_pron_x', 'A_def', 'A_pron_x', 'P_get_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_pron_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def']",219,"[0.14, 0.22, 0, 0.22, 0.14, 0.14, 0.22, 0.25, 0.25, 0.25, 0.14, 0.14, 0.25, 0.25, 0.22, 0.25, 0.14, 0.14, 0.25, 0.14, 0.25, 0.14, 0.22, 0.22, 0.22, 0.14, 0.14, 0.25, 0.25, 0.25]","[0.56, 0.88, 0.0, 0.88, 0.56, 0.56, 0.88, 1.0, 1.0, 1.0, 0.56, 0.56, 1.0, 1.0, 0.88, 1.0, 0.56, 0.56, 1.0, 0.56, 1.0, 0.56, 0.88, 0.88, 0.88, 0.56, 0.56, 1.0, 1.0, 1.0]"
2338.01,2338,1,1,Raising a family,"Captivates my whole being, just as every window on reality sees it is held in Love beyond knowing. ","['Captivates my whole being', 'just as every window on reality sees', 'it is held in Love beyond knowing']","['A_pron_x', 'A_def', 'P_bevb_x']",220,"[0.25, 0.14, 0.14]","[1.0, 0.56, 0.56]"
2338.05,2338,5,5,Being with other people,"Like all divine play, universal and deeply personal, undifferentiated and uniquely peculiar, all as one, a test – can the lost Mind, child of God, see it self, through itself, back home? Or will it be deluded by the reflection in the pond.","['Like all divine play universal and deeply personal undifferentiated and uniquely peculiar', 'all as one a test can the lost Mind child of God see it self through itself back home', 'Or will it be deluded by the reflection in the pond']","['Undefined', 'P_bevb_x', 'P_bevb_x']",221,"[0.25, 0.25, 0.25]","[1.0, 1.0, 1.0]"
2338.11,2338,11,39,What I like to do best is,"Is an expression of the love animating all creation, the simple joy that moves all from rock to life to mind to All. It comes through this glorious One in all its parts and territories, from an inaccessible Heart, within, without. 
","['Is an expression of the love to All', 'animating all creation the simple joy', 'that moves all from rock to life to mind', 'It comes through this glorious One in all its parts and territories from an inaccessible Heart within without']","['P_bevb_x', 'A_def', 'A_def', 'A_pron_x']",222,"[0.22, 0.25, 0.25, 0.25]","[0.88, 1.0, 1.0, 1.0]"
2338.13,2338,13,40,We could make the world a better place if,"Oh, God – better not to ask the question, and rather turn our attention in a way that allows Compassion to overtake us so fully that the world and self dissolve in light, and we can laugh again. ","['Oh God better not to ask the question and', 'rather turn our attention in a way', 'that allows', 'Compassion to overtake us so fully', 'that the world and self dissolve in light and', 'we can laugh again']","['A_def', 'A_pron_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x']",223,"[0.14, 0.14, 0.14, 0.25, 0.14, 0.25]","[0.56, 0.56, 0.56, 1.0, 0.56, 1.0]"
2338.23,2338,23,23,I am,"no thing as apparently I see this whole panoply of matter, life, mind, awareness infinitely turning on itself as a kaleidoscopic whole through individual illusions of wholeness and parts. Still, also I am nothing, the radiance that shines as Love as all of it, each tone ringing the same sound, blessing each realm in its own frequency.
","['no thing', 'as apparently I see', 'this whole panoply of matter life mind awareness infinitely turning on itself as a kaleidoscopic whole through individual illusions of wholeness and parts', 'Still also I am nothing the radiance', 'that shines as Love as all of it', 'ringing the same sound blessing each realm in its own frequency']","['Undefined', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'A_pron_x']",224,"[0.14, 0.22, 0.25, 0.25, 0.14, 0.25]","[0.56, 0.88, 1.0, 1.0, 0.56, 1.0]"
2338.25,2338,25,25,My main problem is,"I am getting old, which is to say, I am an old ‘problem’ in brand new skin, mind continually loving to make something more important, weaving a dramatic story, flashing neon lights on the access road to the Kosmos. ","['I am getting old', 'which is to say', 'I am an old problem in brand new skin mind', 'continually loving', 'to make something more important', 'weaving a dramatic story', 'flashing neon lights on the access road to the Kosmos']","['P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def']",225,"[0.22, 0.25, 0.22, 0.25, 0.14, 0.25, 0.25]","[0.88, 1.0, 0.88, 1.0, 0.56, 1.0, 1.0]"
2338.28,2338,28,46,A partner has the right to,"Express the universal unfolding and infolding of worlds, transcending and embracing, timeless and eternal illusory bounds again and again, participating in the evolutionary elegance of reality. ","['Express', 'the universal unfolding and infolding of worlds', 'transcending and', 'embracing timeless and eternal illusory bounds again and again', 'participating in the evolutionary elegance of reality']","['A_def', 'A_def', 'A_def', 'A_def', 'A_def']",226,"[0.12, 0.14, 0.25, 0.25, 0.25]","[0.48, 0.56, 1.0, 1.0, 1.0]"
2338.29,2338,29,29,If my mother,"Hadn’t died through a drawn out heart breaking decline into dementia, I would never have loved her as fully as I do now. Why are we always looking up to the light?","['Hadn t died through a decline into dementia', 'drawn out', 'heart breaking', 'I would never have loved her as fully', 'as I do now', 'Why are we always looking up to the light']","['A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x']",227,"[0.25, 0.14, 0.14, 0.22, 0.22, 0.14]","[1.0, 0.56, 0.56, 0.88, 0.88, 0.56]"
2338.32,2338,32,32,If I can\'t get what I want,"The ultimate question of life and mind! Really, is there no quark or cosmos, no heart or thought, no pattern of awareness, no world, that is not lost in that question, while just out of sight, God smiles, lovingly, patiently, infinitely. Occasionally catching a glance. ","['want The ultimate question of life and mind', 'Really is there no quark or cosmos no heart or', 'thought no pattern of awareness no world', 'that is not lost in that question', 'while just out of sight God smiles lovingly patiently infinitely Occasionally catching a glance']","['A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def']",228,"[0.14, 0.25, 0.14, 0.14, 0.25]","[0.56, 1.0, 0.56, 0.56, 1.0]"
2338.34,2338,34,47,Technology,"It is mind unconsciously birthing, its own mirror and alarm clock, waking, seeing itself, fostering it’s part in its world, not separate from any other world, therefore growing every ‘point’ and Whole. ","['It is mind unconsciously birthing its own mirror and alarm clock', 'waking seeing', 'itself fostering it', 's part in its world not separate from any other world', 'therefore growing every point and Whole']","['A_pron_x', 'A_def', 'A_def', 'A_pron_x', 'A_def']",229,"[0.25, 0.14, 0.14, 0.14, 0.14]","[1.0, 0.56, 0.56, 0.56, 0.56]"
2341.17,2341,17,17,When they avoided me,"I wondered is this mine or theirs? and feeling the contraction, sometimes I doubted myself as \""good\"" and tried to muster the courage to ask them about it while scared to hear their reply.","['I wondered', 'is this mine or theirs and', 'feeling the contraction', 'sometimes I doubted myself as good and', 'tried to muster the courage', 'to ask them about it while scared to hear their reply']","['A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_pron_x']",230,"[0.22, 0.14, 0.25, 0.22, 0.25, 0.25]","[0.88, 0.56, 1.0, 0.88, 1.0, 1.0]"
2343.29,2343,29,29,If my mother,"I feel a pull to look back at my own upbringing and my mother\'s inevitable influence on my development. I am also aware of having moved beyond dwelling on unfinished business and see how much  a trap that is for the ego and my identifying with the unmet need.  I suppose if my mother had been different I might have had different hang ups, but as I believe now I am the only one who can do anything about them, it feels a bit immaterial right now.","['I feel a pull and my mother s inevitable influence on my development', 'to look back at my own upbringing', 'I am also aware of', 'having moved beyond and', 'dwelling on unfinished business', 'see how much a trap my identifying with', 'that is for the ego and', 'the unmet need', 'I suppose', 'if my mother had been different', 'I might have had different hang ups', 'as I believe now', 'but I am the only one', 'who can do anything about them', 'it feels a bit immaterial right now']","['A_pron_x', 'A_pron_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_pron_x', 'P_bevb_x', 'A_def', 'A_def', 'A_pron_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_get_x']",231,"[0.25, 0.25, 0.22, 0.14, 0.14, 0.25, 0.14, 0.14, 0.22, 0.14, 0.22, 0.22, 0.22, 0.25, 0.14]","[1.0, 1.0, 0.88, 0.56, 0.56, 1.0, 0.56, 0.56, 0.88, 0.56, 0.88, 0.88, 0.88, 1.0, 0.56]"
2344.12,2344,12,12,A good boss,A good boss is critical toward making a workplace environment healthy and successful!,"['A good boss is critical toward', 'making a workplace environment healthy and successful']","['P_bevb_x', 'A_def']",232,"[0.25, 0.25]","[1.0, 1.0]"
2345.23,2345,23,23,I am,"here, and I am available.","['here and', 'I am available']","['Undefined', 'P_bevb_x']",233,"[0.14, 0.22]","[0.56, 0.88]"
2350.34,2350,34,47,Technology,is created when man discovers that he can reach out and manipulate the world to enhance one of his native capacities. As he does man and the world increasingly merge and overlap. I have no idea whether this trend is good or bad--it just is. ,"['is created', 'when man discovers', 'that he can reach out and', 'manipulate the world to enhance one of his native capacities', 'As he does man and the world increasingly merge and', 'overlap', 'I have no idea', 'whether this trend is good or bad', 'it just is']","['P_bevb_x', 'A_def', 'P_bevb_x', 'A_pron_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x']",234,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.12, 0.22, 0.14, 0.12]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.48, 0.88, 0.56, 0.48]"
2354.2,2354,20,44,Business and society,"need a new social contract. They coexist with a great deal of tension in a capitalist structure and shareholders win out at the expense of the workers, the environment, and the community at large. Business needs to be in the \""business\"" of generating value not wealth and operating within the constraints of our natural environment or actually contributing to better stewardship of the resources we have so we dont destroy ourselves.","['need a new social contract', 'They coexist with a great deal of tension in a capitalist structure and', 'shareholders win out at the expense of the workers the environment and the community at', 'large Business needs to be in the business of generating value not wealth and or', 'operating within the constraints of our natural environment', 'actually contributing to better stewardship of the resources', 'we have', 'so we dont destroy ourselves']","['A_def', 'A_def', 'A_def', 'P_bevb_x', 'A_pron_x', 'A_def', 'P_bevb_x', 'P_bevb_x']",235,"[0.25, 0.25, 0.25, 0.14, 0.25, 0.25, 0.14, 0.14]","[1.0, 1.0, 1.0, 0.56, 1.0, 1.0, 0.56, 0.56]"
2354.23,2354,23,23,I am,pretty content right now.,['pretty content right now'],['Undefined'],236,[0.25],[1.0]
2355.08,2355,8,8,What gets me into trouble is,Procrastinating.  ,['Procrastinating'],['A_def'],237,[0.25],[1.0]
2359.26,2359,26,26,When I get mad,I raise my voice.,['I raise my voice'],['A_pron_x'],238,[0.25],[1.0]
2360.26,2360,26,26,When I get mad,they call me the Hulk. ,['they call me the Hulk'],['A_def'],239,[0.25],[1.0]
2360.32,2360,32,32,If I can\'t get what I want,it\'s not for me. ,"['want', 'it s not for me']","['A_def', 'A_def']",240,"[0.14, 0.14]","[0.56, 0.56]"
2370.21,2370,21,21,I just can\'t stand people who,x,['who x'],['Undefined'],241,[0.14],[0.56]
2374.11,2374,11,39,What I like to do best is,be a conduit. There is no I.,"['be a conduit', 'There is no I']","['P_bevb_x', 'P_bevb_x']",242,"[0.25, 0.22]","[1.0, 0.88]"
2381.34,2381,34,47,Technology,"is a great tool, nice to have and can bring global humanity closer together in ways never before imagined. But if it were to disappear tomorrow, I'm of the generation that would be able to survive. ","['is a great tool nice to have and', 'can bring global humanity closer together in ways', 'never before imagined', 'if it were to disappear tomorrow', 'I m of the generation', 'that would be able to survive']","['P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x']",243,"[0.25, 0.25, 0.14, 0.12, 0.22, 0.14]","[1.0, 1.0, 0.56, 0.48, 0.88, 0.56]"
2385.23,2385,23,23,I am,sure of nothing.,['sure of nothing'],['Undefined'],244,[0.14],[0.56]
2387.09,2387,9,9,Education,can be many things to many different peoples.,['can be many things to many different peoples'],['P_bevb_x'],245,[0.25],[1.0]
2390.17,2390,17,17,When they avoided me,"I felt safe, knowing that I could receive a warm welcome from my family and friends.","['I felt safe knowing', 'that I could receive a warm welcome from my family and friends']","['A_def', 'A_pron_x']",246,"[0.22, 0.25]","[0.88, 1.0]"
2391.07,2391,7,38,My co-workers and I,Work very well together as we have a long history of successes and failures and thus a solid foundation of trust and a shared vision of what doing a great job really means.,"['very well together', 'as we have a long history of successes and failures and thus a solid foundation of trust and a shared vision of', 'what doing a great job', 'really means']","['Undefined', 'P_bevb_x', 'A_def', 'A_def']",247,"[0.14, 0.25, 0.14, 0.14]","[0.56, 1.0, 0.56, 0.56]"
2395.15,2395,15,41,Privacy,is something which is required at times and sometimes its a form of withdrawal and its important to know whether integrity is bringing this about or an ego contraction or fear.,"['is something', 'which is required at times and sometimes its a form of withdrawal and its important fear', 'to know', 'whether integrity is bringing this about or an ego contraction or']","['P_bevb_x', 'A_pron_x', 'A_def', 'P_bevb_x']",248,"[0.14, 0.25, 0.14, 0.25]","[0.56, 1.0, 0.56, 1.0]"
2398.18,2398,18,42,Rules,would be more widely adopted and used if they were be made more on positive outcomes rather than negative outcomes. ,"['would be', 'more widely adopted and', 'used', 'if they were be made more on positive outcomes rather than negative outcomes']","['P_bevb_x', 'A_def', 'A_def', 'P_bevb_x']",249,"[0.12, 0.14, 0.12, 0.25]","[0.48, 0.56, 0.48, 1.0]"
2400.07,2400,7,55,My child(ren) and I,not applicable,['not applicable'],['Undefined'],250,[0.25],[1.0]
2404.14,2404,14,14,The past,is a construct to give form and structure to the present moment. ,"['is a construct', 'to give form and structure to the present moment']","['P_bevb_x', 'A_def']",251,"[0.25, 0.25]","[1.0, 1.0]"
2407.17,2407,17,17,When they avoided me,I sought to find out 'why?' . Knowing the 'why' can begin Awareness and Healing,"['I sought to find out', 'why Knowing', 'the why can begin Awareness and Healing']","['A_def', 'A_def', 'P_bevb_x']",252,"[0.22, 0.14, 0.25]","[0.88, 0.56, 1.0]"
2407.22,2407,22,43,At times I worry about,the Lost World. ,['the Lost World'],['A_def'],253,[0.14],[0.56]
2409.05,2409,5,73,Loving other people,"can deepen with familiarity. Even with those who aren't a natural fit the differences between us can add color to the world as well as an opportunity to turn inward to see what is being triggered. Having said that, it's difficult for me to open my heart and trust.","['can deepen with familiarity Even with those', 'who aren', 't a natural fit', 'the differences between us can add color to the world as well as an opportunity', 'to turn inward', 'to see', 'what is being triggered', 'Having said', 'that it s difficult', 'for me to open my heart and trust']","['P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_get_x', 'A_pron_x']",254,"[0.25, 0.14, 0.14, 0.25, 0.14, 0.11, 0.14, 0.14, 0.25, 0.14]","[1.0, 0.56, 0.56, 1.0, 0.56, 0.44, 0.56, 0.56, 1.0, 0.56]"
2411.15,2411,15,41,Privacy,Is certainly needed from time to time.,['Is certainly needed from time to time'],['P_bevb_x'],255,[0.25],[1.0]
2413.02,2413,2,2,When I am criticized,"I find myself going inward to first examine my response to this criticism, and also the state of my heart. I live from a commitment to have an open mind to the feedback which I receive from the world , with which I am engaged and to be teachable and willing to listen, so that I might learn from others. I acknowledge as well the pain which such criticism creates within the, and allow this pain to teach me as well.","['I find', 'myself going inward', 'to first examine my response to this criticism and also the state of my heart', 'I live from a commitment', 'to have an open mind engaged and to the feedback', 'which I receive from the world', 'with which I am', 'to be teachable and willing to listen', 'so that I might learn from others as well the pain', 'I acknowledge', 'which such criticism creates within the and', 'allow this pain', 'to teach me as well']","['A_def', 'A_def', 'A_pron_x', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def']",256,"[0.22, 0.14, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.22, 0.25, 0.25, 0.14, 0.25]","[0.88, 0.56, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.88, 1.0, 1.0, 0.56, 1.0]"
2427.08,2427,8,8,What gets me into trouble is,"My intellect. My mind is ultra fast and If im not fully in my center, I sometimes jap out something stupid. Because I easily see peoples struggle I can also easily hurt them.. Its a defence programme.  It hasn't come up for a while now and I assume I got the better of it. There are many other things that will get me in trouble if I dont attend to my inner self in the for of my spiritual practice","['My intellect', 'My mind is ultra fast and', 'If i m not fully in my center', 'I sometimes jap out something stupid', 'Because I easily see', 'peoples struggle', 'I can also easily hurt them', 'It hasn t come up for a while now', 'and I assume', 'I got the better of it', 'There are many other things', 'that will get me in trouble', 'if I dont attend to my inner self in the for of my spiritual practice']","['Undefined', 'A_pron_x', 'A_pron_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_pron_x']",257,"[0.25, 0.14, 0.25, 0.22, 0.25, 0.12, 0.25, 0.25, 0.22, 0.22, 0.14, 0.14, 0.25]","[1.0, 0.56, 1.0, 0.88, 1.0, 0.48, 1.0, 1.0, 0.88, 0.88, 0.56, 0.56, 1.0]"
2429.13,2429,13,40,We could make the world a better place if,"could spread love and compassion to all, bring happiness to everyone we meet. If everyone would show a little respect and take responsibilities for there actions.","['could spread love and compassion', 'to all bring happiness to everyone', 'we meet', 'If everyone would show a little respect and', 'take responsibilities for there actions']","['P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'A_def']",258,"[0.25, 0.14, 0.11, 0.25, 0.25]","[1.0, 0.56, 0.44, 1.0, 1.0]"
2430.03,2430,3,84,Love changes when,"First, when there is a connection/oneness that unites consciousness, heart and body so that the localized and the infinite are experienced simultaneously. And second, when one feels the ability to shift the cosmic flow of life and love and direct some of its healing power where it is needed, either within the deepest essence of a loved one, a person in need, toward a global tragedy, or a world view or meme that is doing harm. ","['when there is a connection oneness', 'that unites consciousness heart and body', 'the localized and the infinite', 'so that are experienced simultaneously', 'And second when one feels the ability', 'to shift the cosmic flow of life and love and', 'direct some of its healing power', 'where it is needed either within the deepest essence of a loved one a person in need toward a global tragedy or a world view or meme', 'that is doing harm']","['P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_pron_x', 'P_bevb_x', 'P_bevb_x']",259,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.14]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.56]"
2430.04,2430,4,37,"These days, work","from the perspective of the individual, is to reach beyond the confines of the mind, heart and body and use them to sense oneness with the gross, subtle and causal. From the perspective of the one, work is to sense through the specific circumstances of the individual to see where healing is required in the ever-present now and as mentioned above to apply to that location the energy of love and life.","['the perspective of the individual', 'is to reach beyond the confines of the mind heart and body and', 'use them to sense oneness with the gross subtle and causal From the perspective of the one work', 'is to sense through the specific circumstances of the individual', 'to see', 'where healing is required in the ever present now and', 'as mentioned above', 'to apply to that location the energy of love and life']","['Undefined', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'A_def']",260,"[0.25, 0.25, 0.25, 0.25, 0.11, 0.14, 0.14, 0.25]","[1.0, 1.0, 1.0, 1.0, 0.44, 0.56, 0.56, 1.0]"
2431.36,2431,36,48,Sometimes I wish that,"we could all see that we want the same thing. We want it in different ways, which is just fine. But that so much of the fundamentals of the beauty we want to see in the world are the same. And love. That we would freely follow love in every part of life and develop our families, societies, businesses, countries, etc., and just go where love leads.","['we could all see', 'that we want the same thing', 'We want it in different ways', 'which is just fine', 'we want to see in the world', 'But that so much of the fundamentals of the beauty are the same', 'That we would freely follow love in every part of life and', 'develop our families societies businesses countries etc and', 'just go', 'where love leads']","['P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_pron_x', 'A_def', 'A_def']",261,"[0.25, 0.14, 0.14, 0.25, 0.14, 0.25, 0.14, 0.25, 0.12, 0.14]","[1.0, 0.56, 0.56, 1.0, 0.56, 1.0, 0.56, 1.0, 0.48, 0.56]"
2433.11,2433,11,11,Women are lucky because,Women are lucky because they seem to inherent greater ability to empathize with and nurture others.,"['Women are lucky', 'because they seem to inherent greater ability', 'to empathize with and', 'nurture others']","['P_bevb_x', 'A_def', 'A_def', 'A_def']",262,"[0.25, 0.25, 0.14, 0.14]","[1.0, 1.0, 0.56, 0.56]"
2437.02,2437,2,2,When I am criticized,"I may experience at first a little sting inside, especially if it comes from a person who is coming from a comparison/competitive mindset and might be doing it to feel better about him/herself. I tend to look for what I can learn from the criticism by asking questions about the specific context or what I might have been unaware of at that moment","['I may experience at first a little sting inside', 'especially if it comes from a person', 'who is coming from a comparison competitive mindset and', 'might be doing it', 'to feel better about him herself', 'I tend to look for', 'what I can learn from the criticism by', 'asking questions about the specific context or', 'I might have been unaware of what at that moment']","['P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_get_x', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x']",263,"[0.25, 0.25, 0.25, 0.14, 0.14, 0.22, 0.25, 0.25, 0.22]","[1.0, 1.0, 1.0, 0.56, 0.56, 0.88, 1.0, 1.0, 0.88]"
2445.14,2445,14,14,The past,"...is only a thought, and has no existence outside of thought (as with 'future'). Past is an arising manifestation of thought, alongside other arising manifestation such as 'hot' in relation to 'touch'. It appears 'now', in the eternal moment, and cannot appear anywhere else. It has no substantiality, like all other thoughts, and is purely empty, no-core, ethereal, non-arising, but nevertheless is vividly luminous. It is one of the manifestations of thought which thought then clings to, causing suffering to the 'apparent' self","['is only a thought and', 'has no existence outside of thought as with future Past', 'is an arising manifestation of thought alongside other arising manifestation such as hot in relation', 'to touch', 'It appears now in the eternal moment and', 'can not appear anywhere else', 'It has no substantiality like all other thoughts and but', 'is purely empty no core ethereal non arising', 'nevertheless is vividly luminous', 'It is one of the manifestations of thought', 'which thought then clings to', 'causing suffering to the apparent self']","['P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def']",264,"[0.14, 0.25, 0.25, 0.25, 0.22, 0.25, 0.22, 0.25, 0.14, 0.22, 0.25, 0.25]","[0.56, 1.0, 1.0, 1.0, 0.88, 1.0, 0.88, 1.0, 0.56, 0.88, 1.0, 1.0]"
2445.2,2445,20,44,Business and society,"...are linked very closely. The 'business' of Grace appears to be to manifest in increasingly complex and coherence forms in a play of evolutionary phenomena. The 'society' of Grace is so fundamentally pure, the individual nor collective cannot be found in its unmanifest form, and in its manifest form the 'society' is all that has every and will ever manifest in the eternal moment. The collective human consciousness collapse (Note I'm not reifying One cosmic Mind here) of Grace is one such 'society' which again has the 'business' of this evolutionary condition - i.e. the 'business' of humanity is manifesting this evolution in the moment, towards experiential unity. Although I note it is not possible to isolate 'human consciousness' from the manifest texture of Grace, it is all manifest together","['are linked very closely', 'The business of Grace appears to be to manifest in increasingly complex and coherence forms in a play of evolutionary phenomena', 'The society of Grace is so fundamentally pure', 'the individual nor collective can not be found in its unmanifest form and in its manifest form', 'the society is all', 'that has every and', 'will ever manifest in the eternal moment', 'I m not reifying One cosmic Mind here of Grace', 'is one such society', 'which again has the business of this evolutionary condition', 'i e the business of humanity is manifesting this evolution in the moment towards experiential unity', 'Although I note', 'it is not possible to isolate human consciousness from the manifest texture of Grace', 'it is all manifest together']","['P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_pron_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x']",265,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.14, 0.14, 0.25, 0.25, 0.25, 0.14, 0.22, 0.25, 0.14]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.56, 0.56, 1.0, 1.0, 1.0, 0.56, 0.88, 1.0, 0.56]"
2445.31,2445,31,31,My father,"...is desire, as without any desire there cannot be any manifestation in any form","['is desire as without any desire', 'there can not be any manifestation in any form']","['P_bevb_x', 'P_bevb_x']",266,"[0.14, 0.25]","[0.56, 1.0]"
2446.36,2446,36,48,Sometimes I wish that,I was born in the future.,['I was born in the future'],['P_bevb_x'],267,[0.22],[0.88]
2449.03,2449,3,3,Change is,"a natural dynamic, built into the evolutionary energy/matter/information explosion that has travelled in ever-complexifying waves outward from the Big Bang birth of our Kosmos to our daily bio-psycho-cultural-systems experience.","['a natural dynamic', 'built into the evolutionary energy matter information explosion', 'that has travelled in waves outward from the Big Bang birth of our Kosmos to our daily bio psycho cultural systems experience', 'ever complexifying']","['Undefined', 'A_def', 'A_pron_x', 'A_def']",268,"[0.25, 0.14, 0.25, 0.25]","[1.0, 0.56, 1.0, 1.0]"
2449.28,2449,28,46,A partner has the right to," depend 105% on the other partner(s) (assuming they are equally yoked).

","['depend 105 on the other partner s', 'they are equally yoked']","['A_def', 'P_bevb_x']",269,"[0.22, 0.14]","[0.88, 0.56]"
